iter	RMSE
284	0.1170270897
285	0.1168381933
286	0.1167224064
287	0.1165636564
288	0.1164534888
289	0.1162821973
290	0.1161459271
291	0.1160187607
292	0.1159073006
293	0.1158032364
294	0.115678857
295	0.1155465245
296	0.1154306573
297	0.1153262765
298	0.1151683227
299	0.1150681624
300	0.1149475912
301	0.1147697219
302	0.1146347181
303	0.1144930043
304	0.1143928988
305	0.1142783784
306	0.1141934671
307	0.1140683849
308	0.1139609048
309	0.113850146
310	0.1137593481
311	0.1136482348
312	0.1135312074
313	0.1134396186
314	0.1133242315
315	0.1132106404
316	0.1130959417
317	0.1129634443
318	0.1128496582
319	0.1127873634
320	0.1126303557
321	0.1125245367
322	0.1124414309
323	0.1123922061
324	0.1123703359
325	0.1122912486
326	0.1121774307
327	0.1120923346
328	0.111984061
329	0.1119075582
330	0.1117496869
331	0.1115987627
332	0.111512737
333	0.1114301205
334	0.1113248528
335	0.1111868255
336	0.1110632237
337	0.1109043405
338	0.1108306384
339	0.1107257133
340	0.1106418349
341	0.1105112295
342	0.1104261383
343	0.110345759
344	0.1102982307
345	0.1102124472
346	0.1101423195
347	0.1100117797
348	0.1099053545
349	0.109827406
350	0.1097464568
351	0.1096402023
352	0.1095458153
353	0.1094564232
354	0.1093038088
355	0.1092134064
356	0.109096804
357	0.1090109782
358	0.1089377652
359	0.1088536389
360	0.1087107668
361	0.1085971378
362	0.108466098
363	0.1084496342
364	0.1083970532
365	0.1082820664
366	0.1082286272
367	0.1081903911
368	0.1080415512
369	0.1079457968
370	0.1078555001
371	0.1077898772
372	0.1077204164
373	0.1076135362
374	0.1074998288
375	0.1074541089
376	0.107344738
377	0.1072737489
378	0.1071707406
379	0.1071373954
380	0.1070423644
381	0.1069436354
382	0.1069055299
383	0.1068109228
384	0.1067711839
385	0.1066836942
386	0.1065945044
387	0.1064959869
388	0.1063992723
389	0.1063174119
390	0.1062403556
391	0.1061431466
392	0.1060984502
393	0.1059999352
394	0.1059223805
395	0.105850771
396	0.1058302387
397	0.1057864557
398	0.1057043685
399	0.1056068238
400	0.1055497845
401	0.1054952481
402	0.1053871612
403	0.1053681311
404	0.1052844748
405	0.1052158001
406	0.1051500072
407	0.1050478379
408	0.1049999308
409	0.1049478002
410	0.1048143444
411	0.1047195012
412	0.104688683
413	0.104574312
414	0.104488804
415	0.1044442266
416	0.1043837473
417	0.1043218265
418	0.1042047968
419	0.1040742905
420	0.1040335876
421	0.1039868496
422	0.1039146107
423	0.1038644175
424	0.1037718765
425	0.1037559157
426	0.1037264438
427	0.1036371919
428	0.1035588592
429	0.1034736312
430	0.1034054195
431	0.1032934139
432	0.1032781993
433	0.1032518324
434	0.1031790156
435	0.103135294
436	0.1030796003
437	0.1030085513
438	0.1029294431
439	0.1028395956
440	0.1027818828
441	0.1027123867
442	0.1026861173
443	0.1026031831
444	0.1025798483
445	0.1025521965
446	0.1024618432
447	0.1023775047
448	0.1023434121
449	0.1022720548
450	0.1021805586
451	0.1021182229
452	0.101990735
453	0.1019429137
454	0.1018707473
455	0.101809988
456	0.1017555451
457	0.1017043392
458	0.101676533
459	0.1016098036
460	0.1015651109
461	0.1015369954
462	0.101465838
463	0.1013725743
464	0.1012946931
465	0.101206219
466	0.1011510837
467	0.1011088225
468	0.1010123024
469	0.1009971788
470	0.1009699897
471	0.1008993347
472	0.1008665922
473	0.1007890795
474	0.100679465
475	0.1005834572
476	0.1004838383
477	0.1004109657
478	0.1003950797
479	0.1003498748
480	0.1002811056
481	0.1001804021
482	0.100046113
483	0.09997280226
484	0.09990633353
485	0.09982757547
486	0.09977250424
487	0.09974742902
488	0.09966761247
489	0.09963357197
490	0.09958099443
491	0.09954470477
492	0.0994747751
493	0.09940345759
494	0.09933553757
495	0.09928393905
496	0.0992186024
497	0.09918492017
498	0.09910012552
499	0.09903347352
500	0.09898509533
501	0.09891975635
502	0.09881945591
503	0.09877415134
504	0.0987185024
505	0.09867773343
506	0.0986330979
507	0.09857653559
508	0.09855721643
509	0.09850480075
510	0.09840364808
511	0.09835328503
512	0.09833355339
513	0.09828946117
514	0.09823087425
515	0.09814503576
516	0.098123954
517	0.09806859723
518	0.09796389782
519	0.09791550288
520	0.09785417412
521	0.09783233381
522	0.09775934287
523	0.09770720704
524	0.09766139127
525	0.09763104057
526	0.09756721208
527	0.09750018211
528	0.09742944071
529	0.09741606533
530	0.09733294167
531	0.09728887593
532	0.09723339414
533	0.09721045555
534	0.09718342374
535	0.09711387605
536	0.09706756239
537	0.09703808971
538	0.09698248986
539	0.09696752533
540	0.09692362652
541	0.09690858727
542	0.09683963356
543	0.09678278439
544	0.09672141608
545	0.096657887
546	0.09662639804
547	0.09657771377
548	0.09656174717
549	0.0965107534
550	0.09648682087
551	0.09647092826
552	0.09641529025
553	0.09637244414
554	0.09634608499
555	0.0963021479
556	0.09627346891
557	0.09623303738
558	0.09617368078
559	0.09613670361
560	0.0960435124
561	0.09602153738
562	0.09600741958
563	0.09595252776
564	0.09590061624
565	0.09582304044
566	0.09575420353
567	0.09570734688
568	0.09564453482
569	0.09557918797
570	0.09551319423
571	0.09548831897
572	0.0953823289
573	0.09532685983
574	0.09523357437
575	0.09516862197
576	0.09508420398
577	0.09500676067
578	0.09496951343
579	0.09490530861
580	0.094855401
581	0.09478662623
582	0.09476281779
583	0.09474450839
584	0.09469536992
585	0.0946806291
586	0.09464958429
587	0.09457569984
588	0.09455967437
589	0.09453491991
590	0.09445251755
591	0.09437625069
592	0.09431549994
593	0.09424713331
594	0.09421362206
595	0.09416687322
596	0.09410006072
597	0.09404135355
598	0.09402399875
599	0.09400307984
600	0.09398718934
601	0.0939666348
602	0.09394910224
603	0.09388640591
604	0.09381855487
605	0.09374344809
606	0.09367231243
607	0.09361316796
608	0.09354033605
609	0.09347682904
610	0.09340872581
611	0.09338572612
612	0.09337010228
613	0.09329039044
614	0.09324702436
615	0.09317246304
616	0.09309557094
617	0.09302878231
618	0.09300832161
619	0.09291700884
620	0.09286913867
621	0.09279012789
622	0.09272721003
623	0.0927140692
624	0.0926596362
625	0.09257348827
626	0.09250399433
627	0.0924696112
628	0.09242678943
629	0.092365145
630	0.0923089622
631	0.09222722802
632	0.09218327087
633	0.09210648016
634	0.09203798474
635	0.0919656565
636	0.09189557631
637	0.09184830651
638	0.09180604529
639	0.0917403848
640	0.09167076057
641	0.09163242573
642	0.09158345767
643	0.09153612712
644	0.09147356204
645	0.09144472796
646	0.09141332956
647	0.0913768218
648	0.09135265838
649	0.09128632644
650	0.09122610242
651	0.09120259141
652	0.09113461731
653	0.0911023216
654	0.09105588604
655	0.09099974759
656	0.09098901736
657	0.09090583822
658	0.09089929927
659	0.09083456272
660	0.0907935204
661	0.09075592339
662	0.09074182602
663	0.09069258681
664	0.09064910492
665	0.09060670256
666	0.09055462777
667	0.09053764023
668	0.09047268078
669	0.09044560953
670	0.09043212585
671	0.09036840355
672	0.09033667726
673	0.09027528968
674	0.09021534968
675	0.09017347159
676	0.09012964547
677	0.09011899695
678	0.09006355372
679	0.08999993189
680	0.08998616889
681	0.08997280907
682	0.08994737294
683	0.08989397495
684	0.08982995566
685	0.08979159464
686	0.08975659193
687	0.08970402847
688	0.08966474403
689	0.08964830107
690	0.08960237547
691	0.0895914661
692	0.08955189731
693	0.0894935872
694	0.08948256506
695	0.08943168451
696	0.08938237029
697	0.08935698422
698	0.08931667403
699	0.08929334805
700	0.08928036886
701	0.0892710007
702	0.08920689875
703	0.08915260192
704	0.08914285196
705	0.08909117066
706	0.0890298554
707	0.08901428602
708	0.08896990065
709	0.08896094037
710	0.08890425914
711	0.08889542219
712	0.08887520246
713	0.08881988463
714	0.08878783582
715	0.08875866351
716	0.08873445276
717	0.08872301067
718	0.08864690365
719	0.08860561049
720	0.08854571262
721	0.08850475859
722	0.08847550052
723	0.0884165234
724	0.08837838429
725	0.08832161245
726	0.08828409366
727	0.0882623072
728	0.08822471127
729	0.08819090975
730	0.08818142878
731	0.08812080666
732	0.08806582535
733	0.08803122108
734	0.08797537686
735	0.08791595161
736	0.08785958808
737	0.08784262567
738	0.08780347381
739	0.08776094707
740	0.08769944693
741	0.08768987875
742	0.08765296911
743	0.08757730948
744	0.08753326809
745	0.08747415772
746	0.08745850135
747	0.08742526207
748	0.08738748109
749	0.08737335295
750	0.08732914066
751	0.08728062503
752	0.08723417806
753	0.08719490325
754	0.08718687382
755	0.08713311675
756	0.08712181474
757	0.08706705676
758	0.08700472161
759	0.08694654121
760	0.08688937782
761	0.08687909777
762	0.08681947052
763	0.08678459665
764	0.08672624492
765	0.08667940818
766	0.08663297805
767	0.08662210828
768	0.08656632522
769	0.08651077712
770	0.08647004917
771	0.08642740975
772	0.08638059923
773	0.08637297364
774	0.08633131984
775	0.08626096311
776	0.0861936183
777	0.08614015605
778	0.08609368906
779	0.08603744027
780	0.08598245609
781	0.08594204875
782	0.08589387835
783	0.08585679604
784	0.08584717057
785	0.08579795867
786	0.08573055201
787	0.08569249073
788	0.08567944023
789	0.08563105764
790	0.08558564801
791	0.08552411745
792	0.08546952494
793	0.08541405635
794	0.0853776549
795	0.08534438718
796	0.0853339395
797	0.08528682086
798	0.08524121585
799	0.08523379821
800	0.08520445011
801	0.08519544307
802	0.08515455789
803	0.08514714986
804	0.08513752216
805	0.08512695404
806	0.08511295455
807	0.08506429193
808	0.08502238316
809	0.08497427902
810	0.0849518018
811	0.08491682145
812	0.08486060604
813	0.0848504512
814	0.08484095046
815	0.08478075766
816	0.08475484906
817	0.08470534868
818	0.08469622204
819	0.08463443698
820	0.08458263911
821	0.08454821786
822	0.08449395862
823	0.08446027738
824	0.08439127409
825	0.08437689955
826	0.08433637648
827	0.08430152302
828	0.08429380219
829	0.08426918237
830	0.08420250281
831	0.08415484696
832	0.08410995864
833	0.08404726044
834	0.08403935383
835	0.08401686413
836	0.08396961152
837	0.08392832563
838	0.08387672408
839	0.0838271287
840	0.0838197521
841	0.08376572561
842	0.08373036352
843	0.08368664861
844	0.08363119429
845	0.08360213617
846	0.08359450507
847	0.08355452441
848	0.08354925191
849	0.08348896843
850	0.08343346026
851	0.08338453273
852	0.08337696448
853	0.08332783157
854	0.08327022458
855	0.08323797163
856	0.08318349382
857	0.08313457329
858	0.08310079114
859	0.08308411755
860	0.08305008547
861	0.0830409905
862	0.08300672896
863	0.08295676059
864	0.08290631498
865	0.08289960079
866	0.08288950154
867	0.08284260848
868	0.08282615376
869	0.08277533796
870	0.08272614936
871	0.08270148029
872	0.08268319386
873	0.08263523584
874	0.08259616312
875	0.08254317405
876	0.08251735271
877	0.08247660009
878	0.08242530574
879	0.08237162591
880	0.08236477503
881	0.08232430035
882	0.08228939808
883	0.08225839058
884	0.08222175684
885	0.08217365166
886	0.08212719454
887	0.08212230715
888	0.08206665656
889	0.08206011667
890	0.08203568928
891	0.08199268665
892	0.08195200178
893	0.08194202475
894	0.08189616108
895	0.0818639748
896	0.08181455958
897	0.08176691204
898	0.08172114644
899	0.08169429351
900	0.08168005138
901	0.08165310645
902	0.08161785359
903	0.08161043961
904	0.08160571751
905	0.08156671598
906	0.08151617265
907	0.08147290481
908	0.081410442
909	0.08140069294
910	0.08136188798
911	0.08132142845
912	0.08126809259
913	0.08123023877
914	0.08121311884
915	0.08117387017
916	0.08113068142
917	0.08112357004
918	0.08110078596
919	0.08108316208
920	0.08107593544
921	0.08106601434
922	0.08102748057
923	0.08101630521
924	0.08097129204
925	0.0809413208
926	0.08088311108
927	0.08084541979
928	0.08080599201
929	0.0807460563
930	0.08073776336
931	0.08070345409
932	0.08066976775
933	0.08063255752
934	0.08060705496
935	0.08058156174
936	0.08053988402
937	0.08049428001
938	0.08046192446
939	0.08043481277
940	0.08040443071
941	0.08037389585
942	0.08031610732
943	0.08028118504
944	0.08027528976
945	0.08022141443
946	0.08016355108
947	0.0801223747
948	0.0800871871
949	0.08003830773
950	0.07999349249
951	0.07996955157
952	0.07993296505
953	0.07989146727
954	0.0798711461
955	0.07981848678
956	0.07977874568
957	0.07974125684
958	0.07971104765
959	0.07965632577
960	0.07962168397
961	0.07959175139
962	0.07956951381
963	0.07951626896
964	0.07947247342
965	0.07946818808
966	0.07943195903
967	0.0793953771
968	0.07939103414
969	0.07933376123
970	0.0793279901
971	0.07929231687
972	0.07923871865
973	0.07922635931
974	0.07917428583
975	0.07915407146
976	0.07912125188
977	0.07911438732
978	0.07908892956
979	0.07904839585
980	0.07899381301
981	0.07893151184
982	0.07889841053
983	0.07886623969
984	0.07885887488
985	0.07885309674
986	0.07880419161
987	0.07877831551
988	0.07873881846
989	0.07869939263
990	0.07865014996
991	0.07859919812
992	0.07854259772
993	0.07849240968
994	0.07843687298
995	0.0784083887
996	0.07838511639
997	0.07833843991
998	0.07829472734
999	0.07825222014
1000	0.07820924237
1001	0.07818643114
1002	0.07813756231
1003	0.07808920595
1004	0.07807006634
1005	0.07801806559
1006	0.07796255422
1007	0.07793084512
1008	0.07788222437
1009	0.0778598356
1010	0.07785400339
1011	0.07781204938
1012	0.07777693445
1013	0.07777096117
1014	0.07773317121
1015	0.07768454341
1016	0.0776299367
1017	0.07759303915
1018	0.07756691018
1019	0.07753977886
1020	0.0775017998
1021	0.07747398099
1022	0.07742759761
1023	0.07738839921
1024	0.07735904463
1025	0.07733418328
1026	0.07732696844
1027	0.07730119495
1028	0.07726389521
1029	0.07723746336
1030	0.0772024804
1031	0.07719452787
1032	0.07714813874
1033	0.07714137859
1034	0.0770991098
1035	0.07707088864
1036	0.07700487276
1037	0.07695994353
1038	0.07692419755
1039	0.0768967293
1040	0.0768546653
1041	0.07681271991
1042	0.07678727801
1043	0.07676225298
1044	0.07672154067
1045	0.07669278613
1046	0.07665107798
1047	0.07663122178
1048	0.07662609861
1049	0.07660587426
1050	0.07658160741
1051	0.07653123156
1052	0.07649589637
1053	0.07647103885
1054	0.07646476626
1055	0.07642566856
1056	0.07638092097
1057	0.07637590624
1058	0.07633215429
1059	0.07629537559
1060	0.07627731676
1061	0.07626971495
1062	0.07624996551
1063	0.07621886541
1064	0.07618063565
1065	0.07614184037
1066	0.07611714865
1067	0.07608746718
1068	0.07607972538
1069	0.0760481127
1070	0.07601377079
1071	0.07599689091
1072	0.07595867591
1073	0.07593129741
1074	0.07590934037
1075	0.07587144238
1076	0.07582803874
1077	0.07580634864
1078	0.07580142545
1079	0.07576378445
1080	0.07572686307
1081	0.07568950606
1082	0.07568467158
1083	0.07566498392
1084	0.07563236104
1085	0.07561174532
1086	0.07556898589
1087	0.07552016475
1088	0.0755163467
1089	0.07548856131
1090	0.07544023319
1091	0.0754103436
1092	0.07537838832
1093	0.07534051207
1094	0.0753204377
1095	0.07530057161
1096	0.07528293037
1097	0.07523885021
1098	0.07520721923
1099	0.07519026599
1100	0.07515558057
1101	0.07514469049
1102	0.07510322936
1103	0.07508374817
1104	0.07504359469
1105	0.0750090307
1106	0.07497434721
1107	0.07493383878
1108	0.07488518457
1109	0.07486697796
1110	0.07484264131
1111	0.07481868749
1112	0.07478581397
1113	0.07475506425
1114	0.07471747517
1115	0.07466731172
1116	0.07463032024
1117	0.07457811508
1118	0.07453655738
1119	0.07450313822
1120	0.07448438542
1121	0.07444175272
1122	0.07441353281
1123	0.07436452548
1124	0.07435933679
1125	0.07431750903
1126	0.07427787497
1127	0.07423986455
1128	0.07420312537
1129	0.07417203941
1130	0.07413666113
1131	0.07408883914
1132	0.07404986793
1133	0.0740204909
1134	0.07398801824
1135	0.07396302267
1136	0.07394607821
1137	0.07391484243
1138	0.07388511006
1139	0.07388051576
1140	0.07384292653
1141	0.07381353372
1142	0.07378420612
1143	0.07375327753
1144	0.07371464583
1145	0.07370938931
1146	0.07368952085
1147	0.07364753813
1148	0.07363116079
1149	0.0735841514
1150	0.0735794984
1151	0.07357533838
1152	0.07352806611
1153	0.07350500514
1154	0.07346938893
1155	0.07343030926
1156	0.07340028622
1157	0.07336983979
1158	0.07333739734
1159	0.07330850883
1160	0.07327403807
1161	0.07323381668
1162	0.0732178053
1163	0.07318017838
1164	0.07314653973
1165	0.07310357164
1166	0.07306183166
1167	0.07302708335
1168	0.07298834106
1169	0.07295952614
1170	0.07292609364
1171	0.07288476624
1172	0.07285390013
1173	0.07282946276
1174	0.07278555592
1175	0.07275980959
1176	0.07271927534
1177	0.07268737925
1178	0.07265686981
1179	0.07262538305
1180	0.07259210659
1181	0.07256117922
1182	0.07252424305
1183	0.07249334689
1184	0.07246259809
1185	0.07239746823
1186	0.07235651368
1187	0.07232800496
1188	0.07228942025
1189	0.07225967475
1190	0.07222983878
1191	0.07219343975
1192	0.07214910172
1193	0.07210138967
1194	0.07207939446
1195	0.07207477995
1196	0.07204065141
1197	0.07201942868
1198	0.07198424539
1199	0.07195861845
1200	0.07192418696
1201	0.07190216064
1202	0.07186938216
1203	0.07183178631
1204	0.07178796616
1205	0.0717541681
1206	0.07172141314
1207	0.07168519203
1208	0.07165042468
1209	0.07162310754
1210	0.07158600245
1211	0.07157654927
1212	0.0715374602
1213	0.07150733759
1214	0.0714788998
1215	0.07144163796
1216	0.07142340158
1217	0.07138366395
1218	0.07134515124
1219	0.07131654537
1220	0.07128048156
1221	0.07124650818
1222	0.0712213013
1223	0.07119399436
1224	0.07118941008
1225	0.07116816748
1226	0.07113204439
1227	0.07109419511
1228	0.07106324985
1229	0.0710414205
1230	0.07100886002
1231	0.07098469515
1232	0.07095310236
1233	0.07093231826
1234	0.07090852769
1235	0.07087671172
1236	0.07083384878
1237	0.07081370591
1238	0.0707792621
1239	0.07074308041
1240	0.07073137453
1241	0.07070629481
1242	0.07066476399
1243	0.07064990034
1244	0.07061236647
1245	0.07058975151
1246	0.07054695976
1247	0.07051128786
1248	0.07047935911
1249	0.07046280526
1250	0.07042801657
1251	0.07040504857
1252	0.0703734001
1253	0.07034791566
1254	0.07032120523
1255	0.07028973586
1256	0.07025882481
1257	0.07022533121
1258	0.07019548422
1259	0.07017299989
1260	0.07012939299
1261	0.07010321358
1262	0.07007310086
1263	0.07005048078
1264	0.07001499782
1265	0.06998623655
1266	0.06995266679
1267	0.06994830431
1268	0.06989915115
1269	0.06985917139
1270	0.06982077167
1271	0.0697876311
1272	0.06975169555
1273	0.06972609675
1274	0.06970531485
1275	0.06967755983
1276	0.06964572279
1277	0.06960586645
1278	0.06955448863
1279	0.06952797106
1280	0.06950910656
1281	0.06948858092
1282	0.06945198908
1283	0.06941400907
1284	0.0693837437
1285	0.06935887272
1286	0.06932957429
1287	0.06930208317
1288	0.06928979165
1289	0.06925421249
1290	0.06924791903
1291	0.06922633847
1292	0.06921704813
1293	0.06917354942
1294	0.06912772158
1295	0.06909907057
1296	0.0690790544
1297	0.06905030486
1298	0.06903497908
1299	0.06902605303
1300	0.06899383036
1301	0.06896802472
1302	0.06894731535
1303	0.06891213444
1304	0.06888606618
1305	0.06885266356
1306	0.06882948406
1307	0.06879827577
1308	0.06878192854
1309	0.06876366668
1310	0.0687356707
1311	0.06870235693
1312	0.06867063867
1313	0.0686365812
1314	0.06862285736
1315	0.06858157276
1316	0.06855944432
1317	0.06853170705
1318	0.06850768696
1319	0.06847842898
1320	0.0684465733
1321	0.06843441174
1322	0.06839823993
1323	0.0683680149
1324	0.06834106459
1325	0.06831714667
1326	0.06828985557
1327	0.06828086354
1328	0.06825220669
1329	0.06822812991
1330	0.06820194928
1331	0.0681872966
1332	0.06818050695
1333	0.06817637069
1334	0.06814954438
1335	0.06811928444
1336	0.06809253841
1337	0.06805789595
1338	0.06803683268
1339	0.06801189944
1340	0.0679900848
1341	0.06795634139
1342	0.06793100848
1343	0.06791303542
1344	0.06788665859
1345	0.06785804663
1346	0.06784418246
1347	0.06783383656
1348	0.06781501284
1349	0.06779142797
1350	0.06776290172
1351	0.06775924045
1352	0.06772949744
1353	0.06772532856
1354	0.06771344376
1355	0.06769982257
1356	0.06767865665
1357	0.0676478088
1358	0.06761574899
1359	0.06758196007
1360	0.06757814628
1361	0.06755760432
1362	0.06752738926
1363	0.06748550085
1364	0.06748157324
1365	0.06746826995
1366	0.06744009959
1367	0.06741707286
1368	0.06738524061
1369	0.06737714941
1370	0.06735992221
1371	0.06733629013
1372	0.0673125647
1373	0.06729736437
1374	0.06726975228
1375	0.06723668207
1376	0.06719529795
1377	0.06715984765
1378	0.06713754283
1379	0.0670979724
1380	0.06707316532
1381	0.06705765961
1382	0.06704622702
1383	0.06703486522
1384	0.06700493225
1385	0.06697750715
1386	0.0669692828
1387	0.06694539634
1388	0.0669134883
1389	0.06690947392
1390	0.06687825648
1391	0.06684757292
1392	0.06681665571
1393	0.06678672816
1394	0.0667595272
1395	0.06673508833
1396	0.06673124859
1397	0.06670283748
1398	0.06668794822
1399	0.06665823198
1400	0.06664443145
1401	0.06661384031
1402	0.06658281655
1403	0.06653837436
1404	0.06650477212
1405	0.06648526082
1406	0.06645861948
1407	0.06643584363
1408	0.06641833577
1409	0.06638458269
1410	0.06635758819
1411	0.06632488241
1412	0.06629615239
1413	0.06628016003
1414	0.0662288253
1415	0.06621805066
1416	0.06618699025
1417	0.06616014075
1418	0.06613699163
1419	0.06610035823
1420	0.06606904838
1421	0.0660356352
1422	0.06601239454
1423	0.06599141273
1424	0.0659615579
1425	0.06592964287
1426	0.06591617307
1427	0.0658754553
1428	0.06585057739
1429	0.06583074424
1430	0.06581753514
1431	0.06580527978
1432	0.06577775529
1433	0.06574318383
1434	0.06573951053
1435	0.0657367044
1436	0.06571243528
1437	0.0656724328
1438	0.06565080759
1439	0.06563778365
1440	0.06561550009
1441	0.06558065705
1442	0.06554945034
1443	0.06554548149
1444	0.06551016559
1445	0.06546968913
1446	0.0654495286
1447	0.06542757513
1448	0.06540354039
1449	0.06537450635
1450	0.06533456738
1451	0.06532626061
1452	0.06530258522
1453	0.06527989459
1454	0.06525273256
1455	0.06524445731
1456	0.0652067641
1457	0.0651806596
1458	0.06517679443
1459	0.06515345722
1460	0.06512575787
1461	0.06509984057
1462	0.06507813485
1463	0.06504908004
1464	0.06502488446
1465	0.06499679516
1466	0.06497083583
1467	0.06493685926
1468	0.0649220369
1469	0.06490046572
1470	0.06485115828
1471	0.06482629239
1472	0.0648183336
1473	0.06479014235
1474	0.06476590143
1475	0.06476242889
1476	0.06473235163
1477	0.06471016303
1478	0.0646892983
1479	0.06465363148
1480	0.0646244286
1481	0.0646128043
1482	0.06457965515
1483	0.06455003725
1484	0.06452786663
1485	0.06451246377
1486	0.06447950641
1487	0.06445059168
1488	0.06442710609
1489	0.06440312606
1490	0.06437667571
1491	0.06435555925
1492	0.0643344135
1493	0.06431511358
1494	0.06428954501
1495	0.06426700273
1496	0.06424531738
1497	0.06423457451
1498	0.06421794836
1499	0.06418712216
1500	0.06417418819
1501	0.06416191148
1502	0.06412838362
